SF|LF|MetaMap CUI|CSI|Ratio in CSI|UMLS CUI|UMLS SOURCE|ADAM|Ratio in ADAM|Dictionary
NAD|Nevus, Dysplastic|C0205748|||C0205748|MSH|||
NAD|Nicotinamide Adenine Dinucleotide|C0027270|||C0027270|MSH;NCI|||
NAD|Nicotinamide adenine dinucleotide|C0027270|||C0027270|SNOMEDCT|||
NAD|Nicotinamide adenine dinucleotide (NAD)|C0027270|||C0027270|MTH;RXNORM|||
NAD|Nicotinamide adenine dinucleotide (substance)||||C0027270|SNOMEDCT|||
NAD|Nicotinamide-Adenine Dinucleotide|C0027270|||C0027270|MSH;NDFRT|||
NAD|Nucleotide, Diphosphopyridine|C0027270|||C0027270|MSH|||
NAD|[M] Dysplastic naevus||||C0205748|SNOMEDCT|||
NAD|[M] Dysplastic nevus||||C0205748|SNOMEDCT|||
NAD|[M]Dysplastic naevus||||C0205748|SNOMEDCT|||
NAD|[M]Dysplastic nevus||||C0205748|SNOMEDCT|||
NAD|atypical naevus|C0205748|||C0205748|CHV|||
NAD|atypical nevi|C0205748|||C0205748|CHV|||
NAD|atypical nevis|C0205748|||C0205748|CHV|||
NAD|atypical nevus|C0205748|||C0205748|CHV|||
NAD|dehydrogenase|C0030016|||||1|0.0289|
NAD|dihydronicotinamide adenine dinucleotide|C0027270|||C0027270|CSP|||
NAD|dysplastic naevus|C0205748|||C0205748|CHV|||
NAD|dysplastic nevi|C0205748|||C0205748|CHV;NCI|||
NAD|dysplastic nevis|C0205748|||C0205748|CHV|||
NAD|dysplastic nevus|C0205748|||C0205748|CHV;NCI|||
NAD|nad|C0027270|||C0027270|CHV|||
NAD|nadolol|C0027302|||C0027302|AOD;CHV;CSP;LCH;LNC;MSH;MTHSPL;NCI;NDFRT;RXNORM;SNOMEDCT;USPMG;VANDF|||
NAD|naevus dysplastic||||C0205748|CHV|||
NAD|neuroaxonal dystrophy|C0338473|||C0338473|MSH;OMIM;SNOMEDCT|||
NAD|nevus with architectural disorder||||||||1
NAD|new antigenic determinant||||||||1
NAD|nicotinamide adenine dinucleotide|C0027270|||C0027270|CSP|1|0.8123|1
NAD|nicotinamide adenine dinucleotide (NAD)|C0027270|||C0027270|CHV|||
NAD|nicotinamide-adenine dinucleotide|C0027270|||C0027270|AOD;MSH;NDFRT|||
NAD|nicotinic acid dehydrogenase||||||||1
NAD|no abnormal discovery||||||||1
NAD|no abnormality demonstrable||||||||1
NAD|no active disease||||||||1
NAD|no acute disease||||||||1
NAD|no acute distress||1|0.754|||||1
NAD|no apparent distress||||||||1
NAD|no appreciable disease||||||||1
NAD|noradrenaline|C0028351;C0202145|||||1|0.0903|
NAD|normal axis deviation|C1512122|||C1512122|NCI|||1
NAD|nothing abnormal detected||1|0.246|||||1
NAD|nothing abnormal discovered||||||||1
NAD|sodium dialysate||||||||1
NA|Country of Namibia|C0027366|||C0027366|MTH|||
NA|Dietary Sodium|C0037570|||C0037570|MEDLINEPLUS;MSH;NCI;NDFRT|||
NA|Dosage Form Not Applicable||||C1705113|MTH;NCI|||
NA|N-acetyl||||||1|0.0029|
NA|N-acetyl compounds||||||1|0.0009|
NA|N/A||||C1272460|NCI;SNOMEDCT|||
NA|NA|C0597484;C1272460|||C0027366;C1272460;C1417587;C1705113;C1705512;C2700321|HUGO;NCI|||
NA|NA gene|C1417587|||C1417587|HUGO;MTH|||
NA|NAM|C0027366;C2826269|||C0027366|NCI|||
NA|NAMIBIA|C0027366;C1504632|||C0027366|NCI|||
NA|NOT APPLICABLE|C1272460|||C1272460;C1705113;C1705512|NCI|||
NA|Na|C0597484;C1272460|||C0037473;C0037570|AOD;CHV;NCI|||
NA|Na - Sodium|C0037473|||C0037473|SNOMEDCT|||
NA|Na element|C0037473;C0597484|||C0037473|CSP|||
NA|Nadia|C2700321|||C2700321|NCI|||
NA|Nadia - zebrafish|C2700321|||C2700321|MTH|||
NA|Nadia Zebrafish|C2700321|||C2700321|NCI|||
NA|Namibia|C0027366;C1504632|||C0027366|AOD;LCH;MSH;NCI;SNOMEDCT|||
NA|Namibia (geographic location)||||C0027366|SNOMEDCT|||
NA|Naphthalene|C0027375;C0027378|||||1|0.0022|
NA|Narcotics Anonymous||1|0.948|||||1
NA|Nephrogenic adenoma|C0334039|||||1|0.0019|
NA|No unit of measure required||||C1272460|NCI|||
NA|Nomina Anatomica||||||||1
NA|None or Not Applicable||||C1272460|NCI|||
NA|North America|C0028405|||||1|0.0019|
NA|North American|C0425358;C2700615|||||1|0.0036|
NA|Not Applicable|C1272460|||C1272460;C1705113|MTH;NCI|||
NA|Not applicable|C1272460|||C1272460|NCI;SNOMEDCT|||
NA|Not applicable (qualifier value)||||C1272460|SNOMEDCT|||
NA|Republic of Namibia|C0027366|||C0027366|MSH|||
NA|Route of Administration Not Applicable||||C1705512|MTH;NCI|||
NA|SODIUM|C0037473;C0037570;C0597484|||C0037473|NDFRT;VANDF|||
NA|Sodium|C0037473;C0037570;C0597484|||C0037473;C0037570|LCH;LNC;MSH;MTH;NCI;NDFRT;RXNORM;SNOMEDCT;USPMG|||
NA|Sodium (NOS)|C0037473;C0037570;C0597484|||C0037473|NCI|||
NA|Sodium (substance)||||C0037473|SNOMEDCT|||
NA|Sodium [Chemical/Ingredient]||||C0037473|NDFRT|||
NA|Sodium product|C0037473|||C0037473|SNOMEDCT|||
NA|Sodium product (product)||||C0037473|SNOMEDCT|||
NA|Sodium product (substance)||||C0037473|SNOMEDCT|||
NA|Sodium, Dietary|C0037570|||C0037570|MEDLINEPLUS;MSH;MTH;NDFRT|||
NA|Sodium, Dietary [Chemical/Ingredient]||||C0037570|NDFRT|||
NA|Sodium, NOS|C0037473;C0037570;C0597484|||C0037473|SNOMEDCT|||
NA|South West Africa|C0027366|||C0027366|MSH|||
NA|Southwest Africa|C0027366|||C0027366|MSH|||
NA|WA|C0043038|||C0027366|NCI|||
NA|[3H]-noradrenaline||||||1|0.0055|
NA|[TN440] SODIUM|C0037473|||C0037473|NDFRT|||
NA|a n|C1272460|||C1272460|CHV|||
NA|activity|C0026606;C0205177;C0439167;C0441655;C1561536|||||1|0.0036|
NA|applicable|C1272460;C1706839|||C1272460|CHV|||
NA|concentration|C0086045;C1446561|||||1|0.0015|
NA|dietary sodium|C0037570|||C0037570|CSP|||
NA|influenza virus neuraminidase||||||1|0.0067|
NA|n a||||C1272460|CHV|||
NA|na sodium|C0037473|||C0037473|CHV|||
NA|naked neck||||||1|0.0015|
NA|nalidixic acid|C0027353|||C0027353|CHV;MSH;MTHSPL;NCI;NDFRT;RXNORM;SNOMEDCT;USPMG;VANDF|1|0.0134|1
NA|namibia|C0027366;C1504632|||C0027366|CHV|||
NA|nanoampere||||||||1
NA|naphthenic acid|C0068418|||C0068418|MSH|||
NA|nasopharyngeal angiofibroma|C1367536|||||||1
NA|needle aspiration|C0181959;C2243017|||||||1
NA|negative affect||||||1|0.0077|
NA|negative affectivity||||||1|0.0062|
NA|nephrogenic adenoma|C0334039|||||||1
NA|neuraminidase|C0027803|||C0027803|CHV;CSP;LNC;MSH;MTH;NDFRT;SNOMEDCT|||1
NA|neurocanthocytosis|C1417587|||C1417587|HUGO|||
NA|neurologic age||||||||1
NA|neuropathic arthropathy|C0003892|||||||1
NA|neutralizing antibodies|C0475463;C1142254|||||1|0.0087|
NA|neutralizing antibody|C0475463|||C0475463|CHV;CSP;MSH;NDFRT;SNOMEDCT|||1
NA|neutrophil antibody|C0807098|||C0807098|CHV;LNC|||1
NA|neutrophil antigen||||||1|0.001|
NA|new admission||||||||1
NA|nicotianamine|C0660841|||||1|0.0017|
NA|nicotinamide|C0028027;C1142101|||C0028027;C1142101|AOD;CHV;CSP;LNC;MSH;NCI;NDFRT;PDQ;SNOMEDCT|1|0.0099|1
NA|nicotinic acid|C0027996;C0028049|||C0027996;C0028049|AOD;CHV;MSH;NCI;NDFRT;PDQ;SNOMEDCT;USPMG;VANDF|1|0.0183|1
NA|nitrosamine|C0028197|||C0028197|AOD;CHV;CSP;NCI;SNOMEDCT|||
NA|nitrous acid|C0028214|||C0028214|AOD;CSP;LCH;MSH;NDFRT;SNOMEDCT|||
NA|no abnormality||||||||1
NA|nocturnal asthma||||||1|0.0022|
NA|nodular amyloidoma||||||||1
NA|non-A||||||||1
NA|non-adherent||||||1|0.0015|
NA|nonadherent||||||1|0.0038|1
NA|nonalcoholic||||||||1
NA|nonamniotic||||||||1
NA|nonmyelinated axon|C0682683|||||||1
NA|noradrenalin|C0028351;C0202145|||||1|0.0069|
NA|noradrenaline|C0028351;C0202145|||C0028351;C0202145|AOD;CHV;CSP;FMA;MSH;NCI;NDFRT;SNOMEDCT;UWDA|1|0.685|
NA|noradrenaline-storing||||||1|0.0024|
NA|noradrenergic|C0599861|||||1|0.0332|
NA|norepinephrine|C0028351|||||1|0.0051|
NA|norethindrone acetate|C0068980|||C0068980|CHV;MSH;MTHSPL;NCI;NDFRT;PDQ;RXNORM;SNOMEDCT;USPMG;VANDF|1|0.0019|
NA|normal axis||||||||1
NA|nosocomially acquired||||||||1
NA|not admitted||||||||1
NA|not antagonized||||||||1
NA|not applicable|C1272460|1|0.020|C1272460;C1546968;C1547280;C1549103;C1609491;C1610044;C1610595;C1611147;C1619691;C1705112;C1705113;C1705512|HL7V2.5;HL7V3.0;MTH;NCI;SNOMEDCT|||1
NA|not attempted||||||||1
NA|not available|C1548671|||C1548671|HL7V2.5|||1
NA|nuclear antibody|C0487261|||||||1
NA|nuclear antigen|C0069115|||C0069115|CHV|||1
NA|nuclear area||||||1|0.0094|
NA|nucleic acid|C0028606|||C0028606;C1325813|CHV;CSP;GO;NCI;SNOMEDCT|1|0.007|1
NA|nucleoside analog|C1579410|||C1579410|CHV;CSP;NDFRT|||
NA|nucleus accumbens|C0028633|||C0028633|AOD;CHV;CSP;FMA;MSH;SNOMEDCT|1|0.0202|1
NA|nucleus ambiguous||||||1|0.0024|
NA|nucleus ambiguus|C0152400;C1281211|||C0152400;C1281211|CHV;FMA;NCI;SNOMEDCT;UWDA|1|0.0231|1
NA|nucleus angularis||||||1|0.0034|
NA|numeric aperture||||||||1
NA|numerical aperture||||||1|0.0038|
NA|nurse anesthetist|C1321571|1|0.002|||||
NA|nurse's aide|C0028663|||C0028663|AOD;HL7V3.0|||
NA|nursing assistant|C0028663|||C0028663|AOD;CHV;NCI;SNOMEDCT|||
NA|nursing auxiliary|C0028663|||C0028663|MSH;SNOMEDCT|||
NA|nutrient agar||||||1|0.0019|
NA|release of [3H]noradrenaline||||||1|0.0019|
NA|sodium|C0037473;C0037570;C0597484|1|0.028|C0037473|AOD;CHV;CSP;NCI|1|0.0855|1
NA|{NA}|C0597484;C1272460|||C1272460|NCI|||
NA|{Not applicable}|C1272460|||C1272460|NCI|||
NG|1-Methyl-3-nitro-1-nitrosoguanidine|C0025800|||C0025800|NCI|||
NG|Did not receive therapy or drug for|C0332155|||C0332155|MTH;SNOMEDCT|||
NG|Did not receive therapy or drug for (contextual qualifier)||||C0332155|SNOMEDCT|||
NG|Did not receive therapy or drug for (contextual qualifier) (qualifier value)||||C0332155|SNOMEDCT|||
NG|Federal Republic of Nigeria|C0028075|||C0028075|MSH|||
NG|Guanidine, N-methyl-N'-nitro-N-nitroso-|C0025800|||C0025800|MSH;NDFRT|||
NG|MNG|C0025800;C0026410|||C0025800|NCI|||
NG|MNNG|C0025800|||C0025800|CSP;MSH;NCI;NDFRT|||
NG|Methylnitronitrosoguanidine|C0025800|||C0025800|MSH;MTH;NDFRT|||
NG|Methylnitronitrosoguanidine [Chemical/Ingredient]||||C0025800|NDFRT|||
NG|Methylnitrosonitroguanidine|C0025800|||C0025800|MSH;NDFRT|||
NG|N Methyl N' nitro N nitrosoguanidine|C0025800|||C0025800|MSH|||
NG|N methyl N' nitro N nitrosoguanidine|C0025800|||C0025800|CSP|||
NG|N'-nitro-N-nitroso-N-methylguanidine|C0025800|||C0025800|NCI|||
NG|N-Methyl-N'-nitro-N-nitrosoguanidine|C0025800|||C0025800|MSH;NDFRT|||
NG|N-Methyl-N-nitro-N-Nitrosoguanidine|C0025800|||C0025800|NCI|||
NG|N-methyl-N'-nitro-N-nitrosoguanidine|C0025800|||||1|0.0308|
NG|NANOGRAM|C0439212|||C0439212|NCI|||
NG|NASOGASTRIC|C0694637|||C0694637|NCI|||
NG|NE||||C0028074|NCI|||
NG|NER|C0028074;C0524550;C1417823|||C0028074|NCI|||
NG|NG||||C0025800;C0028074;C0028075;C0332155;C0694637|NCI;SNOMEDCT|||
NG|NG - Nasogastric route|C0694637|||C0694637|SNOMEDCT|||
NG|NG - Nasogastric use|C0694637|||C0694637|SNOMEDCT|||
NG|NGA|C0028075;C1882122|||C0028075|NCI|||
NG|NGM|C0439212|||C0439212|NCI|||
NG|NI|C2348274|||C0028075|NCI|||
NG|NIGER|C0028074;C0997002|||C0028074|NCI|||
NG|NIGERIA|C0028075|||C0028075|NCI|||
NG|Nanogram|C0439212|||C0439212|NCI|||
NG|Nasogastric|C0694637|||C0694637|HL7V2.5;NCI;SNOMEDCT|1|0.1851|
NG|Nasogastric Route of Administration|C0694637|||C0694637|NCI|||
NG|Nasogastric Route of Drug Administration|C0694637|||C0694637|MTH|||
NG|Nasogastric route|C0694637|||C0694637|SNOMEDCT|||
NG|Nasogastric route (qualifier value)||||C0694637|SNOMEDCT|||
NG|Nasogastric use|C0694637|||C0694637|SNOMEDCT|||
NG|Neisseria gonorrhoeae|C0027573|||||1|0.1028|1
NG|Ng||||C0694637|LNC|||
NG|Niger|C0028074;C0997002|||C0028074|AOD;LCH;MSH;MTH;NCI;SNOMEDCT|||
NG|Niger (geographic location)||||C0028074|SNOMEDCT|||
NG|Nigeria|C0028075|||C0028075|AOD;LCH;MSH;MTH;NCI;SNOMEDCT|||
NG|Nigeria (geographic location)||||C0028075|SNOMEDCT|||
NG|Nitroglycerine|C0017887;C0885378|||||1|0.0308|
NG|Nitrosomethylnitroguanidine|C0025800|||C0025800|MSH;NDFRT|||
NG|Nitrosonitromethylguanidine|C0025800|||C0025800|MSH;NDFRT|||
NG|Not treated for||||C0332155|SNOMEDCT|||
NG|Republic of Niger|C0028074|||C0028074|MSH|||
NG|did not receive therapy or drug for|C0332155|||C0332155|CHV|||
NG|group|C0441833;C0687744;C1257890;C1552516;C1705428;C1705429|||||1|0.0591|
NG|levonorgestrel|C0023566|||||1|0.0257|
NG|nanogram|C0439212|||C0439212|CHV;MTH;NCI;SNOMEDCT|||1
NG|nanogram (ng)|C0439212|||C0439212|CHV|||
NG|nanogram (qualifier value)||||C0439212|SNOMEDCT|||
NG|nanogram(s)||||C0439212|NCI|||
NG|nanograms|C0439212|||C0439212|CHV|||
NG|nasogastric|C0694637|1|1.000|C0694637|CHV;HL7V2.5;NCI;SNOMEDCT|||1
NG|net grains/nucleus||||||1|0.0231|
NG|neurogranin|C0083727;C1417847|||C0083727;C1417847|MSH;MTH;NDFRT;OMIM|1|0.0386|
NG|neutrophil granulocytes||||||1|0.018|
NG|new growth|C0027651|||||||1
NG|ng||||C0439212|CHV;NCI;SNOMEDCT|||
NG|ng (qualifier value)||||C0439212|SNOMEDCT|||
NG|niger|C0028074;C0997002|||C0028074|CHV|||
NG|nigeria|C0028075|||C0028075|CHV|||
NG|night guard||||||||1
NG|nitroglycerin|C0017887;C0885378|||||1|0.2005|
NG|nitroglycerine|C0017887;C0885378|||C0017887;C0885378|AOD;CHV|||
NG|nitrosoguanidine|C0028203|||C0028203|CSP|1|0.0231|
NG|no good||||||||1
NG|no growth|C0445119|||||||1
NG|nodose ganglia|C0028252|||||1|0.054|
NG|nodose ganglion|C0028252|||C0028252|FMA;MSH;UWDA|1|0.0668|1
NG|nodular goiter|C0018023;C1318500|||C0018023;C1318500|CHV;MSH;MTH;NDFRT;OMIM;SNOMEDCT|1|0.0231|
NG|nongenetic||||||||1
NG|nongroupable||||||||1
NG|norgestrel|C0028368|||C0028368|AOD;CHV;LCH;MSH;MTHSPL;NCI;NDFRT;PDQ;RXNORM;SNOMEDCT;USPMG;VANDF|1|0.036|
NG|normal glucose|C0860800|||C0860800|CHV|1|0.0283|
NG|not given||||||||1
NG|nuclear grade|C1518435|||C1518435|CHV;NCI|1|0.054|
NG|untreated|C0332155|||C0332155|CHV|||
NJ|NJ|C0027971|||C0027971|NCI|||
NJ|New Jersey|C0027971|1|0.002|C0027971|AOD;LCH;MSH;NCI;SNOMEDCT|1|0.3426|
NJ|New Jersey (geographic location)||||C0027971|SNOMEDCT|||
NJ|jersey new|C0027971|||C0027971|CHV|||
NJ|nanojoule||||||||1
NJ|nasojejunal||1|0.998|C0595833|SNOMEDCT|||1
NJ|neighbor-joining||||||1|0.5556|
NJ|neighbour-joining||||||1|0.1019|
NJ|new jersey|C0027971|||C0027971|CHV|||
NKDA|no known drug allergies|C0262581|1|1.000|||||1
NO|Lymph Node Stage N0|C0441959|||C0441959|NCI|||
NO|N|C0369718;C0441922;C1553036|||C1298908|NCI|||
NO|N0|C0441959|||C0441959|NCI|||
NO|N0 Cancer Stage Finding|C0441959|||C0441959|NCI|||
NO|N0 Lymph Node Finding|C0441959|||C0441959|NCI|||
NO|N0 Lymph Node Stage|C0441959|||C0441959|NCI|||
NO|N0 Node Finding|C0441959|||C0441959|NCI|||
NO|N0 Node Stage|C0441959|||C0441959|NCI|||
NO|N0 Regional Lymph Node Stage Finding|C0441959|||C0441959|NCI|||
NO|N0 Regional Lymph Nodes Finding||||C0441959|NCI|||
NO|N0 Stage|C0441959|||C0441959|NCI|||
NO|N0 Stage Finding|C0441959|||C0441959|NCI|||
NO|N0 TNM Finding|C0441959|||C0441959|NCI|||
NO|N0 category|C0441959|||C0441959|SNOMEDCT|||
NO|N0 category (finding)||||C0441959|SNOMEDCT|||
NO|N0 stage|C0441959|||C0441959|SNOMEDCT|||
NO|N0 stage (finding)|C0441959|||C0441959|SNOMEDCT|||
NO|N0 stage (tumor staging)||||C0441959|SNOMEDCT|||
NO|NO|C1298908;C1549444|||C0028423;C0441959;C1298908|NCI;SNOMEDCT|||
NO|NOR||||C0028423|NCI|||
NO|NORWAY|C0028423|||C0028423|NCI|||
NO|Nitric oxide|C0028128|||||1|0.0099|
NO|No|C1298908;C1549444|||C1298908;C1546943;C1546946;C1546967;C1548170;C1549056;C1549062;C1549442;C1549444|HL7V2.5;NCI;SNOMEDCT|||
NO|No (qualifier value)||||C1298908|SNOMEDCT|||
NO|No - Assignment of Benefits|C1549442|||C1549442|MTH|||
NO|No - Event Expected||||C1546946|MTH|||
NO|No - Event Seriousness|C1546943|||C1546943|MTH|||
NO|No - Expanded yes/no indicator|C1549056|||C1549056|MTH|||
NO|No - Identity May Be Divulged||||C1546967|MTH|||
NO|No - Notify Clergy Code|C1549062|||C1549062|MTH|||
NO|No - Release Information|C1548170|||C1548170|MTH|||
NO|No - yes/no indicator|C1549444|||C1549444|MTH|||
NO|Node Stage N0|C0441959|||C0441959|NCI|||
NO|Node stage N0|C0441959|||C0441959|MTH;SNOMEDCT|||
NO|Node stage N0 (tumor staging)||||C0441959|SNOMEDCT|||
NO|Norway|C0028423|||C0028423|AOD;CSP;LCH;MSH;MTH;NCI;SNOMEDCT|||
NO|Norway (geographic location)||||C0028423|SNOMEDCT|||
NO|concentration|C0086045;C1446561|||||1|0.0009|
NO|nasal oxygen||||||||1
NO|nitric oxide|C0028128|1|0.002|C0028128|AOD;CHV;CSP;MSH;MTH;MTHSPL;NCI;NDFRT;RXNORM;SNOMEDCT;VANDF|1|0.9849|1
NO|nitric oxide gas|C0028128|||||1|0.0003|
NO|nitric oxide radical||||||1|0.0003|
NO|nitrogen monoxide|C0028128|||C0028128|MSH;NDFRT;SNOMEDCT|1|0.0027|
NO|nitroso-||||||||1
NO|nitrous oxide|C0028215|||C0028215|AOD;CHV;CSP;LCH;LNC;MSH;MTH;MTHSPL;NCI;NDFRT;RXNORM;SNOMEDCT;VANDF|||
NO|no|C1298908;C1549444|||C1298908|CHV;MTH|||
NO|no)|C1298908;C1549444|||C1298908|LNC|||
NO|nobelium|C0028237|||||||1
NO|nodes|C0746922|||||1|0.0004|
NO|none obtained||||||||1
NO|nonobese||||||||1
NO|normal|C0205307;C0439166;C2347086|||C0205307;C0558145;C1550457;C1550469;C1551394;C1553386;C1553399;C1553402;C1553406;C1704701;C1873497;C2698497|CHV;HL7V2.5;HL7V3.0;LNC;MTH;NCI;OMIM;SNOMEDCT|||
NO|norway|C0028423|||C0028423|CHV|||
NO|not operable||||||||1
NO|nucleolar organizer|C0028609|||C0028609|MSH|1|0.0003|
NO|nucleolus organizer||||||1|0.0003|
NO|number|C0237753;C0449788|1|0.004|||||1
NOS|EC 1.14.13.39||||C0132555|NCI|||
NOS|Endothelium-derived relaxation factor-forming enzyme||||C0132555|SNOMEDCT|||
NOS|Endothelium-derived relaxing factor synthase|C0132555|||C0132555|SNOMEDCT|||
NOS|HEP-NOS|C0669372;C1417760|||C0669372;C1417760|HUGO;NCI|||
NOS|HEP-NOS protein, human|C0669372|||C0669372|MSH|||
NOS|Hepatocyte Nitric Oxide Synthase|C0669372|||C0669372|NCI|||
NOS|INOS|C0669372;C1417760;C1968833|||C0669372;C1417760|NCI;OMIM|||
NOS|Inducible Nitric Oxide Synthase|C0669372;C1417760;C1533698|||C0669372|NCI|||
NOS|L-Arginine,NADPH:oxygen oxidoreductase (nitric-oxide-forming)||||C0132555|MSH;NDFRT|||
NOS|Macrophage Nitric Oxide Synthase|C0669372;C1417760|||C0669372|NCI|||
NOS|NADPH-Diaphorase|C0027312;C0132555|||C0132555|NCI|||
NOS|NITRIC OXIDE SYNTHASE 2A|C0669372;C1417760|||C1417760|OMIM|||
NOS|NITRIC OXIDE SYNTHASE, INDUCIBLE|C0669372;C1417760;C1533698|||C1417760|OMIM|||
NOS|NITRIC OXIDE SYNTHASE, MACROPHAGE|C0669372;C1417760|||C1417760|OMIM|||
NOS|NO Synthase|C0132555|||C0132555|MSH;NCI;NDFRT|||
NOS|NO synthase|C0132555|||C0132555|CSP|||
NOS|NO-synthase|C0132555|||||1|0.0134|
NOS|NOS|C1518425|||C0132555;C0669372;C1417760;C1518425;C1705516|CSP;HUGO;LNC;NCI|||
NOS|NOS Type II|C0669372|||C0669372|NCI|||
NOS|NOS1 wt Allele|C1705516|||C1705516|MTH;NCI|||
NOS|NOS2||||C0669372;C1417760|HUGO;NCI;OMIM|||
NOS|NOS2 gene|C1417760|||C1417760|HUGO;MTH|||
NOS|NOS2 protein, human|C0669372|||C0669372|MSH|||
NOS|NOS2A|C0669372;C1417760|||C0669372;C1417760|NCI;OMIM|||
NOS|NOS2A Gene|C1417760|||C1417760|NCI|||
NOS|NOS2A protein, human|C0669372|||C0669372|MSH;MTH|||
NOS|NOS2A, INDUCIBLE, HEPATOCYTE|C1417760|||C1417760|OMIM|||
NOS|Nanos2 protein, human|C0669372|||C0669372|MSH|||
NOS|Nitric Oxide Synthase|C0132555|||C0132555|MSH;MTH;NCI;NDFRT|||
NOS|Nitric Oxide Synthase 1 (Neuronal) wt Allele||||C1705516|NCI|||
NOS|Nitric Oxide Synthase 2A|C0669372;C1417760|||C0669372|NCI|||
NOS|Nitric Oxide Synthase 2A (Inducible, Hepatocytes) Gene||||C1417760|NCI|||
NOS|Nitric Oxide Synthase [Chemical/Ingredient]||||C0132555|NDFRT|||
NOS|Nitric Oxide Synthetase|C0132555|||C0132555|MSH;NCI|||
NOS|Nitric oxide synthetase|C0132555|||||1|0.0101|
NOS|Nitric-Oxide Synthase|C0132555|||C0132555|MSH;NCI;NDFRT|||
NOS|Nitric-Oxide Synthetase|C0132555|||C0132555|MSH;NDFRT|||
NOS|Nitric-oxide synthase|C0132555|||C0132555|SNOMEDCT|||
NOS|Nitric-oxide synthase (substance)||||C0132555|SNOMEDCT|||
NOS|Not Otherwise Specified|C1518425|||C1518425|MTH;NCI|||
NOS|Not Specified||||C1518425|NCI|||
NOS|Not otherwise specified|C1518425|||C1518425|NCI|||
NOS|Oxide Synthase, Nitric|C0132555|||C0132555|MSH|||
NOS|Synthase, Nitric Oxide|C0132555|||C0132555|MSH|||
NOS|hepatocyte NOS protein, human|C0669372|||C0669372|MSH|||
NOS|iNOS|C0669372;C1417760;C1968833|||C1417760|HUGO|||
NOS|iNOS protein, human|C0669372|||C0669372|MSH|||
NOS|inducible nitric oxide 2A, human|C0669372|||C0669372|MSH|||
NOS|network operating system||||||||1
NOS|new-onset seizures|C0748604|||||||1
NOS|nitric oxide synthase|C0132555|||C0132555|CHV;CSP;MSH;MTH;NCI;NDFRT|1|0.9485|1
NOS|nitric oxide synthase 2, inducible|C1417760|||C1417760|HUGO|||
NOS|nitric oxide synthase 2A (inducible, hepatocytes), human||||C0669372|MSH|||
NOS|nitric oxide synthases|C0132555|||C0132555|CHV|||
NOS|nitric oxide synthesis|C1157570|||C1157570|GO|1|0.0027|
NOS|nitric oxide synthetase|C0132555|||C0132555|CHV;MSH;NCI|||
NOS|nitrous oxide synthase||||||||1
NOS|no organisms seen||||||||1
NOS|nonorgan-specific||||||||1
NOS|nopaline synthase|C0068949|||C0068949|MSH|||
NOS|not on staff||||||||1
NOS|not otherwise specified|C1518425|1|0.986|C1518425|MTH;NCI|1|0.0253|1
NOS|numbers|C0237753;C0449788|||||||1
NOS|synthase|C0132555|||C0132555|CHV|||
NOS|{NOS}|C1518425|||C1518425|NCI|||
NPH|Familial juvenile nephronophthisis|C0687120;C1855681|||||1|0.0395|
NPH|HYDROCEPHALUS, NORMAL-PRESSURE|C0020258|||C0020258|OMIM|||
NPH|Hakim Syndrome|C0020258|||C0020258|MSH;NDFRT|||
NPH|Hakim Syndromes|C0020258|||C0020258|MSH|||
NPH|Hakim's Syndrome|C0020258|||C0020258|MSH;NDFRT|||
NPH|Hakim's Syndromes|C0020258|||C0020258|MSH|||
NPH|Hakims Syndrome|C0020258|||C0020258|MSH|||
NPH|Hydrocephalus, Normal Pressure|C0020258|||C0020258|MSH;NDFRT|||
NPH|Hydrocephalus, Normal Pressure [Disease/Finding]||||C0020258|NDFRT|||
NPH|Low pressure hydrocephalus|C0020258|||C0020258|SNOMEDCT|||
NPH|Low pressure hydrocephalus (disorder)||||C0020258|SNOMEDCT|||
NPH|NORMAL PRESSURE HYDROCEPHALUS|C0020258|||C0020258|COSTAR;DXP;QMR|||
NPH|NPH|C0020258|||C0020258|DXP|||
NPH|NPH (Normal Pressure Hydrocephalus)|C0020258|||C0020258|MSH;NDFRT|||
NPH|NPH - Normal pressure hydrocephalus|C0020258|||C0020258|SNOMEDCT|||
NPH|NPH insulin|C0021658|||||1|0.0243|
NPH|NPHs (Normal Pressure Hydrocephalus)||||C0020258|MSH|||
NPH|Normal Pressure Hydrocephalus|C0020258|||C0020258|MSH;NDFRT|||
NPH|Normal pressure hydrocephalus|C0020258|||C0020258|OMIM;SNOMEDCT|||
NPH|Normal pressure hydrocephalus (disorder)||||C0020258|SNOMEDCT|||
NPH|Normal pressure hydrocephalus NOS|C0020258|||C0020258|MTHICD9|||
NPH|Nph|C0020258|||C0020258|LNC|||
NPH|Syndrome, Hakim|C0020258|||C0020258|MSH|||
NPH|Syndrome, Hakim's|C0020258|||C0020258|MSH|||
NPH|Syndromes, Hakim|C0020258|||C0020258|MSH|||
NPH|Syndromes, Hakim's|C0020258|||C0020258|MSH|||
NPH|hakim syndrome|C0020258|||C0020258|CHV|||
NPH|hydrocephalis normal pressure||||C0020258|CHV|||
NPH|hydrocephalus normal nph pressure|C0020258|||C0020258|CHV|||
NPH|hydrocephalus normal pressure|C0020258|||C0020258|CHV|||
NPH|hydrocephalus pressure normal||||C0020258|CHV|||
NPH|low pressure hydrocephalus|C0020258|||C0020258|CHV|||
